time,BPM predicted,uncert,rPPG method
3.0,75.439453125,0.0,cupy_POS
4.0,71.044921875,0.0,cupy_POS
5.0,71.044921875,0.0,cupy_POS
6.0,72.509765625,0.0,cupy_POS
7.0,73.974609375,0.0,cupy_POS
8.0,73.974609375,0.0,cupy_POS
9.0,74.70703125,0.0,cupy_POS
10.0,77.63671875,0.0,cupy_POS
11.0,81.298828125,0.0,cupy_POS
12.0,82.03125,0.0,cupy_POS
13.0,80.56640625,0.0,cupy_POS
14.0,77.63671875,0.0,cupy_POS
15.0,76.171875,0.0,cupy_POS
16.0,78.369140625,0.0,cupy_POS
17.0,82.763671875,0.0,cupy_POS
18.0,82.03125,0.0,cupy_POS
19.0,79.1015625,0.0,cupy_POS
20.0,79.1015625,0.0,cupy_POS
21.0,82.03125,0.0,cupy_POS
22.0,95.947265625,0.0,cupy_POS
23.0,100.341796875,0.0,cupy_POS
24.0,153.076171875,0.0,cupy_POS
25.0,84.228515625,0.0,cupy_POS
26.0,80.56640625,0.0,cupy_POS
27.0,82.763671875,0.0,cupy_POS
28.0,82.763671875,0.0,cupy_POS
29.0,82.03125,0.0,cupy_POS
30.0,82.03125,0.0,cupy_POS
31.0,81.298828125,0.0,cupy_POS
32.0,78.369140625,0.0,cupy_POS
33.0,75.439453125,0.0,cupy_POS
34.0,76.171875,0.0,cupy_POS
35.0,78.369140625,0.0,cupy_POS
36.0,74.70703125,0.0,cupy_POS
37.0,100.341796875,0.0,cupy_POS
38.0,79.1015625,0.0,cupy_POS
39.0,73.974609375,0.0,cupy_POS
40.0,73.974609375,0.0,cupy_POS
41.0,77.63671875,0.0,cupy_POS
42.0,79.1015625,0.0,cupy_POS
43.0,76.904296875,0.0,cupy_POS
44.0,74.70703125,0.0,cupy_POS
45.0,77.63671875,0.0,cupy_POS
46.0,81.298828125,0.0,cupy_POS
47.0,80.56640625,0.0,cupy_POS
48.0,81.298828125,0.0,cupy_POS
49.0,81.298828125,0.0,cupy_POS
50.0,55.6640625,0.0,cupy_POS
51.0,68.115234375,0.0,cupy_POS
52.0,75.439453125,0.0,cupy_POS
53.0,74.70703125,0.0,cupy_POS
54.0,73.2421875,0.0,cupy_POS
55.0,73.2421875,0.0,cupy_POS
56.0,71.044921875,0.0,cupy_POS
57.0,71.77734375,0.0,cupy_POS
58.0,74.70703125,0.0,cupy_POS
59.0,75.439453125,0.0,cupy_POS
60.0,73.974609375,0.0,cupy_POS
61.0,74.70703125,0.0,cupy_POS
62.0,75.439453125,0.0,cupy_POS
63.0,73.974609375,0.0,cupy_POS
64.0,71.044921875,0.0,cupy_POS
