time,BPM predicted,uncert,rPPG method
3.0,62.255859375,0.0,cupy_CHROM
4.0,57.861328125,0.0,cupy_CHROM
5.0,48.33984375,0.0,cupy_CHROM
6.0,84.9609375,0.0,cupy_CHROM
7.0,86.42578125,0.0,cupy_CHROM
8.0,84.228515625,0.0,cupy_CHROM
9.0,75.439453125,0.0,cupy_CHROM
10.0,73.2421875,0.0,cupy_CHROM
11.0,72.509765625,0.0,cupy_CHROM
12.0,73.2421875,0.0,cupy_CHROM
13.0,75.439453125,0.0,cupy_CHROM
14.0,78.369140625,0.0,cupy_CHROM
15.0,79.833984375,0.0,cupy_CHROM
16.0,78.369140625,0.0,cupy_CHROM
17.0,75.439453125,0.0,cupy_CHROM
18.0,75.439453125,0.0,cupy_CHROM
19.0,77.63671875,0.0,cupy_CHROM
20.0,78.369140625,0.0,cupy_CHROM
21.0,78.369140625,0.0,cupy_CHROM
22.0,76.171875,0.0,cupy_CHROM
23.0,75.439453125,0.0,cupy_CHROM
24.0,75.439453125,0.0,cupy_CHROM
25.0,77.63671875,0.0,cupy_CHROM
26.0,79.1015625,0.0,cupy_CHROM
27.0,79.1015625,0.0,cupy_CHROM
28.0,76.904296875,0.0,cupy_CHROM
29.0,73.974609375,0.0,cupy_CHROM
30.0,72.509765625,0.0,cupy_CHROM
31.0,70.3125,0.0,cupy_CHROM
32.0,71.044921875,0.0,cupy_CHROM
33.0,73.2421875,0.0,cupy_CHROM
34.0,76.171875,0.0,cupy_CHROM
35.0,77.63671875,0.0,cupy_CHROM
36.0,75.439453125,0.0,cupy_CHROM
37.0,73.2421875,0.0,cupy_CHROM
38.0,71.044921875,0.0,cupy_CHROM
39.0,69.580078125,0.0,cupy_CHROM
40.0,70.3125,0.0,cupy_CHROM
41.0,91.552734375,0.0,cupy_CHROM
42.0,84.9609375,0.0,cupy_CHROM
43.0,46.875,0.0,cupy_CHROM
44.0,46.142578125,0.0,cupy_CHROM
45.0,61.5234375,0.0,cupy_CHROM
46.0,60.05859375,0.0,cupy_CHROM
47.0,61.5234375,0.0,cupy_CHROM
48.0,42.48046875,0.0,cupy_CHROM
49.0,73.2421875,0.0,cupy_CHROM
50.0,76.904296875,0.0,cupy_CHROM
51.0,79.1015625,0.0,cupy_CHROM
52.0,78.369140625,0.0,cupy_CHROM
53.0,78.369140625,0.0,cupy_CHROM
54.0,83.49609375,0.0,cupy_CHROM
55.0,83.49609375,0.0,cupy_CHROM
56.0,77.63671875,0.0,cupy_CHROM
57.0,71.77734375,0.0,cupy_CHROM
58.0,68.84765625,0.0,cupy_CHROM
59.0,70.3125,0.0,cupy_CHROM
60.0,69.580078125,0.0,cupy_CHROM
61.0,71.77734375,0.0,cupy_CHROM
62.0,73.2421875,0.0,cupy_CHROM
63.0,74.70703125,0.0,cupy_CHROM
64.0,74.70703125,0.0,cupy_CHROM
65.0,74.70703125,0.0,cupy_CHROM
66.0,73.2421875,0.0,cupy_CHROM
67.0,69.580078125,0.0,cupy_CHROM
68.0,65.185546875,0.0,cupy_CHROM
69.0,50.537109375,0.0,cupy_CHROM
70.0,46.875,0.0,cupy_CHROM
71.0,51.26953125,0.0,cupy_CHROM
72.0,54.19921875,0.0,cupy_CHROM
73.0,84.228515625,0.0,cupy_CHROM
